OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2449543-SW,Sample-Routine,Water,Surface Water,2024-06-12,11:10:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065331743,Not Detected,,Ametryn,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270B(W),USEPA,8270 B W  ~ Semivolatile Organics in Water by GC/MS,,,UHL,2024-07-09,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2449543-SW/results/1065331743/resdetectqntlmts,Method Detection Level,0.1,ug/L,,2025-06-03T13:18:04,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2462699-SW,Sample-Routine,Water,Surface Water,2024-07-10,09:10:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065334628,Not Detected,,Cotinine,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SOP UHL-H-020,21IOWA_WQX,Pharmaceuticals,,,UHL,2024-07-11,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2462699-SW/results/1065334628/resdetectqntlmts,Method Detection Level,0.10,ug/L,,2025-06-03T13:18:16,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2449542-SW,Sample-Routine,Water,Surface Water,2024-06-12,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065331690,Not Detected,,Cotinine,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SOP UHL-H-020,21IOWA_WQX,Pharmaceuticals,,,UHL,2024-06-24,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2449542-SW/results/1065331690/resdetectqntlmts,Method Detection Level,0.10,ug/L,,2025-06-03T13:18:04,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2492843-SW,Sample-Routine,Water,Surface Water,2024-09-10,11:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065338463,,,Total dissolved solids,Dissolved,380,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,2540-C,APHA,2540 C ~ Total Dissolved Solids in Water,,https://www.nemi.gov/methods/method_summary/9818/,UHL,2024-09-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2492843-SW/results/1065338463/resdetectqntlmts,Method Detection Level,1,mg/L,,2025-06-03T13:18:28,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24042177010-SW,Sample-Routine,Water,Surface Water,2024-06-25,13:14:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010001,Greenfield Lake,,,,,41.2981980000,-94.4813330000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065375640,,,Total suspended solids,Total,10,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-3765-85,USDOI/USGS,"Solids, residue at 105°C",,,ISU,2024-06-25,,,,,,,2025-06-03T13:20:51,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2391968-SW,Sample-Routine,Water,Surface Water,2024-02-01,10:25:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065320482,,as P,"Total Phosphorus, mixed forms",Total,0.1,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,LAC 10-115-01-1F,21IOWA_WQX,LAC 10-115-01-1F  (UHL),,,UHL,2024-02-09,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2391968-SW/results/1065320482/resdetectqntlmts,Method Detection Level,0.02,mg/L,,2025-06-03T13:17:27,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24042177010-MW,Field Msr/Obs,Water,Surface Water,2024-06-25,13:14:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010001,Greenfield Lake,,,,,41.2981980000,-94.4813330000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065375630,,,"Depth, Secchi disk depth",None,0.95,m,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Unknown,21IOWA_WQX,Unknown,,,ISU,2024-06-25,,,,,,,2025-06-03T13:20:51,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2492843-SW,Sample-Routine,Water,Surface Water,2024-09-10,11:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065338522,Not Detected,,Carbamazepine,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SOP UHL-H-020,21IOWA_WQX,Pharmaceuticals,,,UHL,2024-09-11,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2492843-SW/results/1065338522/resdetectqntlmts,Method Detection Level,0.10,ug/L,,2025-06-03T13:18:28,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2449543-SW,Sample-Routine,Water,Surface Water,2024-06-12,11:10:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065331707,Not Detected,,Dicamba,Total,,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,515.3,USEPA,Chlorinated Acids by GC/ECD,,https://www.nemi.gov/methods/method_summary/4656/,UHL,2024-06-19,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2449543-SW/results/1065331707/resdetectqntlmts,Method Detection Level,0.0002,mg/L,,2025-06-03T13:18:04,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24067226008-MW,Field Msr/Obs,Water,Surface Water,2024-08-13,11:16:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010002,Lake Orient,,,,,41.1964370000,-94.4361760000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065377844,,,"Depth, bottom",None,2.4,m,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Unknown,21IOWA_WQX,Unknown,,,ISU,2024-08-13,,,,,,,2025-06-03T13:20:59,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24067273005-SW,Sample-Routine,Water,Surface Water,2024-09-29,13:35:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010002,Lake Orient,,,,,41.1964370000,-94.4361760000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065377866,,as CaCO3,Calcium carbonate,Total,116,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,2320-B,APHA,2320 B ~ Alkalinity by Gran Titration,,https://www.nemi.gov/methods/method_summary/9694/,ISU,2024-09-29,,,,,,,2025-06-03T13:20:59,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24245273006-MW,Field Msr/Obs,Water,Surface Water,2024-09-29,14:55:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010005,Nodaway Lake,,,,,41.2893680000,-94.4975660000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065383173,,,"Temperature, water",None,21.4,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 2550,21IOWA_WQX,ISU modification of APHA 2550,,,ISU,2024-09-29,,,,,,,2025-06-03T13:21:17,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2407387-SW,Sample-Routine,Water,Surface Water,2024-03-12,10:45:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065324231,Not Detected,,Pentachlorophenol,Total,,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,515.3,USEPA,Chlorinated Acids by GC/ECD,,https://www.nemi.gov/methods/method_summary/4656/,UHL,2024-03-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2407387-SW/results/1065324231/resdetectqntlmts,Method Detection Level,0.00008,mg/L,,2025-06-03T13:17:39,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2504164-MW,Field Msr/Obs,Water,Surface Water,2024-10-02,10:45:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,,,,,,STORET-1065340821,,,"Temperature, water",None,14.3,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,2550,APHA,Temperature of Water by Thermometer,,,UHL,2024-10-02,,,,,,,2025-06-03T13:18:35,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24245177009H-MW,Field Msr/Obs,Water,Surface Water,2024-06-25,12:26:00,CST,,,,BelowThermoclin,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010005,Nodaway Lake,,,,,41.2893680000,-94.4975660000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065383135,,,Specific conductance,None,390.6,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 2510,21IOWA_WQX,ISU modification of APHA 2510,,,ISU,2024-06-25,,,,,,,2025-06-03T13:21:17,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2536806-SW,Sample-Routine,Water,Surface Water,2024-12-03,09:45:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065343509,Not Detected,,"2,4-DB",Total,,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,515.3,USEPA,Chlorinated Acids by GC/ECD,,https://www.nemi.gov/methods/method_summary/4656/,UHL,2024-12-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2536806-SW/results/1065343509/resdetectqntlmts,Method Detection Level,0.0002,mg/L,,2025-06-03T13:18:43,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2380841-SW,Sample-Routine,Water,Surface Water,2024-01-02,11:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065319254,,,Escherichia coli,Total,52,MPN/100mL,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,UHL,2024-01-02,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2380841-SW/results/1065319254/resdetectqntlmts,Method Detection Level,10,MPN/100mL,,2025-06-03T13:17:22,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2407387-SW,Sample-Routine,Water,Surface Water,2024-03-12,10:45:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065324267,,as N,Kjeldahl nitrogen,Total,0.24,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,LAC 10-107-06-2M,21IOWA_WQX,LAC 10-107-06-2M (UHL),,,UHL,2024-03-15,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2407387-SW/results/1065324267/resdetectqntlmts,Method Detection Level,0.2,mg/L,,2025-06-03T13:17:39,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2391968-SW,Sample-Routine,Water,Surface Water,2024-02-01,10:25:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065320476,,as SO4,Sulfate,Total,22,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,UHL,2024-02-02,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2391968-SW/results/1065320476/resdetectqntlmts,Method Detection Level,0.2,mg/L,,2025-06-03T13:17:27,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2449543-SW,Sample-Routine,Water,Surface Water,2024-06-12,11:10:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065331746,,,Total suspended solids,Non-Filterable (Particle),8,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-3765-85,USDOI/USGS,"Solids, residue at 105°C",,,UHL,2024-06-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2449543-SW/results/1065331746/resdetectqntlmts,Method Detection Level,1,mg/L,,2025-06-03T13:18:04,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2477238-SW,Sample-Routine,Water,Surface Water,2024-08-08,11:25:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065336016,Not Detected,,Copper,Dissolved,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,UHL,2024-08-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2477238-SW/results/1065336016/resdetectqntlmts,Method Detection Level,1,ug/L,,2025-06-03T13:18:20,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2536806-SW,Sample-Routine,Water,Surface Water,2024-12-03,09:45:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065343505,Not Detected,,Dinoseb,Total,,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,515.3,USEPA,Chlorinated Acids by GC/ECD,,https://www.nemi.gov/methods/method_summary/4656/,UHL,2024-12-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2536806-SW/results/1065343505/resdetectqntlmts,Method Detection Level,0.0002,mg/L,,2025-06-03T13:18:43,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2449543-SW,Sample-Routine,Water,Surface Water,2024-06-12,11:10:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065331751,,as P,Orthophosphate,Dissolved,0.04,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,LAC10-115-01-1A,21IOWA_WQX,LAC10-115-01-1A (UHL),,,UHL,2024-06-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2449543-SW/results/1065331751/resdetectqntlmts,Method Detection Level,0.02,mg/L,,2025-06-03T13:18:04,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2462696-SW,Sample-Routine,Water,Surface Water,2024-07-10,10:20:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065334564,Not Detected,,Copper,Dissolved,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,UHL,2024-07-15,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2462696-SW/results/1065334564/resdetectqntlmts,Method Detection Level,1,ug/L,,2025-06-03T13:18:15,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2492844-SW,Sample-Routine,Water,Surface Water,2024-09-10,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065338588,,,Escherichia coli,Total,41,MPN/100mL,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,UHL,2024-09-10,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2492844-SW/results/1065338588/resdetectqntlmts,Method Detection Level,10,MPN/100mL,,2025-06-03T13:18:28,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24245226009-SW,Sample-Routine,Water,Surface Water,2024-08-13,12:11:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010005,Nodaway Lake,,,,,41.2893680000,-94.4975660000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065383160,Not Detected,,Microcystin,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 546 OH,21IOWA_WQX,Iowa State University Microcystin,,,ISU,2024-08-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2024-A24245226009-SW/results/1065383160/resdetectqntlmts,Method Detection Level,0.15,ug/L,,2025-06-03T13:21:17,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2492843-SW,Sample-Routine,Water,Surface Water,2024-09-10,11:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065338491,Not Detected,,Chlordane,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8081A,USEPA,8081 A ~ Organochlorine Pesticides and PCBs by GC,,,UHL,2024-09-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2492843-SW/results/1065338491/resdetectqntlmts,Method Detection Level,0.05,ug/L,,2025-06-03T13:18:28,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2407388-SW,Sample-Routine,Water,Surface Water,2024-03-12,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065324293,Not Detected,,Copper,Dissolved,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,UHL,2024-03-22,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2407388-SW/results/1065324293/resdetectqntlmts,Method Detection Level,1,ug/L,,2025-06-03T13:17:39,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2504165-SW,Sample-Routine,Water,Surface Water,2024-10-02,11:40:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065340853,,as N,Nitrate + Nitrite,Total,4.7,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,UHL,2024-10-03,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2504165-SW/results/1065340853/resdetectqntlmts,Method Detection Level,0.25,mg/L,,2025-06-03T13:18:35,STORET
