"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (CUT CHRISTMAS TREES) AND SALES OF HORTICULTURE: (50,000 TO 99,999 $)","269,962","79.6"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (CUT FLOWERS, INCL LEI) AND SALES OF HORTICULTURE: (10,000 TO 19,999 $)","56,032","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (CUT FLOWERS, INCL LEI) AND SALES OF HORTICULTURE: (100,000 TO 249,999 $)","441,150","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (CUT FLOWERS, INCL LEI) AND SALES OF HORTICULTURE: (25,000 TO 39,999 $)","383,326","82.8"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (CUT FLOWERS, INCL LEI) AND SALES OF HORTICULTURE: (250,000 TO 499,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (CUT FLOWERS, INCL LEI) AND SALES OF HORTICULTURE: (50,000 TO 99,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (FLOWER SEEDS) AND SALES OF HORTICULTURE: (2,500,000 OR MORE $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (FLOWER SEEDS) AND SALES OF HORTICULTURE: (50,000 TO 99,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (FLOWERING PLANTS, POTTED, INDOOR USE) AND SALES OF HORTICULTURE: (100,000 TO 249,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (FLOWERING PLANTS, POTTED, INDOOR USE) AND SALES OF HORTICULTURE: (20,000 TO 24,999 $)","97,208","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (FLOWERING PLANTS, POTTED, INDOOR USE) AND SALES OF HORTICULTURE: (25,000 TO 39,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (FOLIAGE PLANTS, INDOOR USE) AND SALES OF HORTICULTURE: (50,000 TO 99,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (FOOD CROPS, UNDER PROTECTION, EXCL MUSHROOMS) AND SALES OF HORTICULTURE: (1,000,000 TO 2,499,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (FOOD CROPS, UNDER PROTECTION, EXCL MUSHROOMS) AND SALES OF HORTICULTURE: (10,000 TO 19,999 $)","220,743","47.9"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (FOOD CROPS, UNDER PROTECTION, EXCL MUSHROOMS) AND SALES OF HORTICULTURE: (100,000 TO 249,999 $)","1,166,166","77.4"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (FOOD CROPS, UNDER PROTECTION, EXCL MUSHROOMS) AND SALES OF HORTICULTURE: (2,500,000 OR MORE $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (FOOD CROPS, UNDER PROTECTION, EXCL MUSHROOMS) AND SALES OF HORTICULTURE: (25,000 TO 39,999 $)","357,482","60.9"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (FOOD CROPS, UNDER PROTECTION, EXCL MUSHROOMS) AND SALES OF HORTICULTURE: (250,000 TO 499,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (FOOD CROPS, UNDER PROTECTION, EXCL MUSHROOMS) AND SALES OF HORTICULTURE: (40,000 TO 49,999 $)","254,292","63.3"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (FOOD CROPS, UNDER PROTECTION, EXCL MUSHROOMS) AND SALES OF HORTICULTURE: (50,000 TO 99,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (MUSHROOMS) AND SALES OF HORTICULTURE: (50,000 TO 99,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (NURSERY) AND SALES OF HORTICULTURE: (1,000,000 TO 2,499,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (NURSERY) AND SALES OF HORTICULTURE: (100,000 TO 249,999 $)","1,964,349","80.0"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (NURSERY) AND SALES OF HORTICULTURE: (25,000 TO 39,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (NURSERY) AND SALES OF HORTICULTURE: (50,000 TO 99,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (NURSERY) AND SALES OF HORTICULTURE: (500,000 TO 999,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (OTHER HORTICULTURE) AND SALES OF HORTICULTURE: (100,000 TO 249,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (OTHER HORTICULTURE) AND SALES OF HORTICULTURE: (2,500,000 OR MORE $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (OTHER HORTICULTURE) AND SALES OF HORTICULTURE: (25,000 TO 39,999 $)","133,470","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (OTHER HORTICULTURE) AND SALES OF HORTICULTURE: (250,000 TO 499,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (OTHER HORTICULTURE) AND SALES OF HORTICULTURE: (40,000 TO 49,999 $)","135,253","72.4"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (OTHER HORTICULTURE) AND SALES OF HORTICULTURE: (50,000 TO 99,999 $)","735,783","41.4"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (PROPAGATIVE MATERIAL) AND SALES OF HORTICULTURE: (2,500,000 OR MORE $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (PROPAGATIVE MATERIAL) AND SALES OF HORTICULTURE: (50,000 TO 99,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (PROPAGATIVE MATERIAL) AND SALES OF HORTICULTURE: (500,000 TO 999,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (SOD, INCL SPRIGS & PLUGS) AND SALES OF HORTICULTURE: (1,000,000 TO 2,499,999 $)","9,563,311","61.5"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (SOD, INCL SPRIGS & PLUGS) AND SALES OF HORTICULTURE: (100,000 TO 249,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (SOD, INCL SPRIGS & PLUGS) AND SALES OF HORTICULTURE: (250,000 TO 499,999 $)"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","TYPE OF OPERATION AND SALES OF HORTICULTURE","TYPE OF OPERATION: (SOD, INCL SPRIGS & PLUGS) AND SALES OF HORTICULTURE: (40,000 TO 49,999 $)","170,400","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO CONSUMER, COMMUNITY SUPPORTED AG (CSA) SHARES - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","26","39.0"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO CONSUMER, COMMUNITY SUPPORTED AG (CSA) SHARES - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","999,431","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO CONSUMER, FARMERS MARKETS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","91","21.1"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO CONSUMER, FARMERS MARKETS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","3,427,493","45.6"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO CONSUMER, MAIL ORDER OR INTERNET - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","38","48.6"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO CONSUMER, MAIL ORDER OR INTERNET - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","9,415,952","74.8"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO CONSUMER, ON-SITE - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","234","9.9"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO CONSUMER, ON-SITE - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","45,080,215","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO CONSUMER, OTHER CONSUMER DIRECT SALES - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","23","34.8"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO CONSUMER, OTHER CONSUMER DIRECT SALES - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","7,923,255","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO OTHER, INSTITUTIONS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","21","35.6"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO OTHER, INSTITUTIONS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","420,346","42.4"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO OTHER, INTERIORSCAPERS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","9","40.8"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO OTHER, INTERIORSCAPERS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","225,116","66.6"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO OTHER, LANDSCAPE CONTRACTORS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","34","29.8"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO OTHER, LANDSCAPE CONTRACTORS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","8,360,882","49.5"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO OTHER, OTHER MARKETING CHANNELS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","5","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO OTHER, OTHER MARKETING CHANNELS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","83,269","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO OTHER, WHOLESALERS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","73","22.0"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO OTHER, WHOLESALERS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","27,275,625","53.8"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO RETAIL, HOME IMPROVEMENT STORES, DISCOUNT CHAIN STORES, ETC - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","10","54.5"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO RETAIL, HOME IMPROVEMENT STORES, DISCOUNT CHAIN STORES, ETC - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO RETAIL, OTHER DIRECT TO RETAIL SALES - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","6","59.2"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO RETAIL, OTHER DIRECT TO RETAIL SALES - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO RETAIL, RETAIL FLORIST, GARDEN CTR, NURSERIES(EXC MASS MKT) - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","39","29.4"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO RETAIL, RETAIL FLORIST, GARDEN CTR, NURSERIES(EXC MASS MKT) - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","10,571,424","59.3"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO RETAIL, SUPERMARKETS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","24","24.4"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, DIRECT TO RETAIL, SUPERMARKETS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","7,605,185","40.5"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, IN THE OPEN, (EXCL NATURAL SHADE) - ACRES IN PRODUCTION","TOTAL","NOT SPECIFIED","6,115","68.7"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, IN THE OPEN, (EXCL NATURAL SHADE) - OPERATIONS WITH AREA IN PRODUCTION","TOTAL","NOT SPECIFIED","146","18.4"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, IN THE OPEN, NATURAL SHADE - ACRES IN PRODUCTION","TOTAL","NOT SPECIFIED","6","84.2"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, IN THE OPEN, NATURAL SHADE - OPERATIONS WITH AREA IN PRODUCTION","TOTAL","NOT SPECIFIED","9","60.6"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, RETAIL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","293","10.8"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, RETAIL - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","38,026,644","23.8"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, UNDER PROTECTION, FIXED ENCLOSED STRUCTURE - OPERATIONS WITH AREA IN PRODUCTION","TOTAL","NOT SPECIFIED","45","26.6"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, UNDER PROTECTION, FIXED ENCLOSED STRUCTURE - SQ FT IN PRODUCTION","TOTAL","NOT SPECIFIED","120,486","32.4"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE - OPERATIONS WITH AREA IN PRODUCTION","TOTAL","NOT SPECIFIED","249","12.3"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE - SQ FT IN PRODUCTION","TOTAL","NOT SPECIFIED","7,114,938","45.4"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, BUILT WITHIN CURRENT YEAR - OPERATIONS WITH AREA IN PRODUCTION","TOTAL","NOT SPECIFIED","15","62.6"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, BUILT WITHIN CURRENT YEAR - SQ FT IN PRODUCTION","TOTAL","NOT SPECIFIED","91,080","70.7"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, FILM PLASTIC - OPERATIONS WITH AREA IN PRODUCTION","TOTAL","NOT SPECIFIED","224","12.2"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, FILM PLASTIC - SQ FT IN PRODUCTION","TOTAL","NOT SPECIFIED","5,444,464","45.3"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, GLASS - OPERATIONS WITH AREA IN PRODUCTION","TOTAL","NOT SPECIFIED","11","36.6"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, GLASS - SQ FT IN PRODUCTION","TOTAL","NOT SPECIFIED","512,563","58.8"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, RIGID PLASTIC - OPERATIONS WITH AREA IN PRODUCTION","TOTAL","NOT SPECIFIED","66","24.9"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, RIGID PLASTIC - SQ FT IN PRODUCTION","TOTAL","NOT SPECIFIED","1,157,911","64.7"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, UNDER PROTECTION, SHADE STRUCTURES - OPERATIONS WITH AREA IN PRODUCTION","TOTAL","NOT SPECIFIED","21","35.3"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, UNDER PROTECTION, SHADE STRUCTURES - SQ FT IN PRODUCTION","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, WHOLESALE - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","138","15.7"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS, WHOLESALE - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","93,736,057","61.4"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HORTICULTURE, OTHER","HORTICULTURE, OTHER, IN THE OPEN, (EXCL NATURAL SHADE) - ACRES IN PRODUCTION","TOTAL","NOT SPECIFIED","5,897","74.8"
