station,station_name,day,doy,gdd_40_86,high,highc,low,lowc,precip,snow,snowd
IA1833,CORNING,2024-10-01,275,26,85,29.4,47,8.3,0,0,0
IAC004,Iowa - West Central Climate Division,2024-10-01,275,24.5,87,30.6,43,6.1,0,0,0
IA5199,MARSHALLTOWN MUNICIPAL AP,2024-10-01,275,16,68,20,44,6.7,0,0,0
IA1533,CLARINDA,2024-10-01,275,26,87,30.6,46,7.8,0,0,0
IA2977,FOREST-CITY,2024-10-01,275,23.5,82,27.8,45,7.2,0,0,0
IA7708,SIOUX-CITY-WSO-AP,2024-10-01,275,14.5,69,20.6,39,3.9,0,0,0
IA6940,RED-OAK,2024-10-01,275,26,87,30.6,46,7.8,0,0,0
IA5230,Mason City,2024-10-01,275,25.5,84,28.9,47,8.3,0,0,0
IA1731,COLUMBUS JUNCT 2 SSW,2024-10-01,275,28,82,27.8,54,12.2,0,0,0
IA3473,GRINNELL-3-SW,2024-10-01,275,25.5,84,28.9,47,8.3,0,0,0
IA4735,Le Mars,2024-10-01,275,22,82,27.8,42,5.6,0,0,0
IATCID,Cedar Rapids Area,2024-10-01,275,16.5,69,20.6,44,6.7,0,,
IA4874,LITTLE SIOUX 2NW,2024-10-01,275,26.5,91,32.8,47,8.3,0,0,0
IA6316,OSCEOLA-3-WSW,2024-10-01,275,27.5,85,29.4,50,10,0,0,0
IA1233,CARROLL-2-SSW,2024-10-01,275,27.5,88,31.1,49,9.4,0,0,0
IA8688,WASHINGTON,2024-10-01,275,27.5,84,28.9,51,10.6,0,0,0
IA0600,BELLE-PLAINE,2024-10-01,275,27,85,29.4,49,9.4,0,0,0
IA0214,ANAMOSA 3 SSW,2024-10-01,275,27.5,83,28.3,52,11.1,0,0,0
IA1394,CHARITON,2024-10-01,275,27,83,28.3,51,10.6,0,0,0
IA5131,MAQUOKETA-2-W,2024-10-01,275,27.5,83,28.3,52,11.1,0,,
IA0536,BEACONSFIELD,2024-10-01,275,26.5,83,28.3,50,10,0,0,0
IA7613,SHENANDOAH-1-NE,2024-10-01,275,26.5,89,31.7,47,8.3,0,0,0
IA1063,Burlington Airport,2024-10-01,275,17.5,69,20.6,46,7.8,0,,
IA3910,HOLSTEIN 5 NNW,2024-10-01,275,23.5,87,30.6,41,5,0,0,0
IAC003,Iowa - Northeast Climate Division,2024-10-01,275,25,82,27.8,48,8.9,0,0,0
IA7678,SIGOURNEY,2024-10-01,275,30,86,30,54,12.2,0,0,0
IA2724,Estherville 4E,2024-10-01,275,24,86,30,42,5.6,0,0,0
IA5837,MUSCATINE,2024-10-01,275,30,85,29.4,55,12.8,0,0,0
IA7726,SIOUX-RAPIDS,2024-10-01,275,25,86,30,44,6.7,0,0,0
IA5493,Milford,2024-10-01,275,24,85,29.4,43,6.1,0,0,0
IA1442,CHEROKEE,2024-10-01,275,23,87,30.6,40,4.4,0,0,0
IA0000,Iowa Average,2024-10-01,275,26.5,85,29.4,48,8.9,0,0,0
IA5198,MARSHALLTOWN,2024-10-01,275,26.5,84,28.9,49,9.4,0,0,0
IA0807,Boone,2024-10-01,275,25.5,85,29.4,46,7.8,0,0,0
IA6151,OAKLAND-2-E,2024-10-01,275,27,87,30.6,48,8.9,0,0,0
IA7700,SIOUX CENTER 2 SE,2024-10-01,275,21,80,26.7,42,5.6,0,0,0
IA5992,NEWTON,2024-10-01,275,26.5,85,29.4,48,8.9,0,,
IA2603,Elkader 6SSW (Osborn),2024-10-01,275,25,83,28.3,47,8.3,0,0,0
IA1962,Creston,2024-10-01,275,26,83,28.3,49,9.4,0,0,0
IAC007,Iowa - Southwest Climate Division,2024-10-01,275,26.5,87,30.6,47,8.3,0,0,0
IA4142,IOWA-FALLS,2024-10-01,275,26,84,28.9,48,8.9,0,0,0
IA0157,ALLISON,2024-10-01,275,25,84,28.9,46,7.8,0,0,0
IA4894,LOGAN,2024-10-01,275,24,88,31.1,42,5.6,0,0,0
IA3509,GUTHRIE-CENTER,2024-10-01,275,26,86,30,46,7.8,0,0,0
IA1314,Cedar Rapids Airport,2024-10-01,275,16.5,69,20.6,44,6.7,0,,
IA4389,KEOSAUQUA,2024-10-01,275,28.5,83,28.3,54,12.2,0,0,0
IA4228,JEFFERSON,2024-10-01,275,26.5,88,31.1,47,8.3,0,0,0
IATAME,Ames Area,2024-10-01,275,27,84,28.9,50,10,0,,
IA0200,AMES-8-WSW,2024-10-01,275,26,85,29.4,47,8.3,0,0,0
IA7312,SAC-CITY,2024-10-01,275,25.5,87,30.6,45,7.2,0,0,0
IAC002,Iowa - North Central Climate Division,2024-10-01,275,25,85,29.4,45,7.2,0,0,0
IA0203,AMES 5 SE,2024-10-01,275,27,84,28.9,50,10,0,0,0
IATDBQ,Dubuque Area,2024-10-01,275,15.5,67,19.4,44,6.7,0,0,0
IA0197,AMES MUNICIPAL AP,2024-10-01,275,15,69,20.6,41,5,0,0,0
IA6305,OSAGE,2024-10-01,275,25.5,83,28.3,48,8.9,0,0,0
IA9132,WINTERSET,2024-10-01,275,26,85,29.4,47,8.3,0,0,0
IAC008,Iowa - South Central Climate Division,2024-10-01,275,28,85,29.4,51,10.6,0,0,0
IA8755,WAUKON,2024-10-01,275,22.5,79,26.1,46,7.8,0,0,0
IA6103,NORTHWOOD,2024-10-01,275,22.5,81,27.2,44,6.7,0,0,0
IA7147,ROCK-RAPIDS,2024-10-01,275,22,82,27.8,42,5.6,0,0,0
IA0133,ALGONA,2024-10-01,275,25,85,29.4,45,7.2,0,0,0
IA8026,SWEA CITY 4 W,2024-10-01,275,24.5,85,29.4,44,6.7,0,0,0
IA4381,KEOKUK LOCK DAM 19,2024-10-01,275,31.5,82,27.8,61,16.1,0,0,0
IATDSM,Des Moines Area,2024-10-01,275,20.5,69,20.6,52,11.1,0,0,0
IA2070,DAVENPORT WFO,2024-10-01,275,19,70,21.1,48,8.9,0,0,0
IA3007,Fort Madison,2024-10-01,275,23,70,21.1,56,13.3,0,0,0
IATMCW,Mason City Area,2024-10-01,275,13.5,66,18.9,41,5,0,0,0
IAD001,Iowa Drought Region 1 - Northwest,2024-10-01,275,22.5,84,28.9,41,5,0,0,0
IA6392,OTTUMWA #1,2024-10-01,275,0,,,,,0,0,0
IA6199,OELWEIN 1E,2024-10-01,275,22,84,28.9,39,3.9,0,0,0
IA5796,MOUNT-PLEASANT,2024-10-01,275,28.5,83,28.3,54,12.2,0,,
IA2110,DECORAH-2-N,2024-10-01,275,25,84,28.9,46,7.8,0,0,0
IA2999,FORT-DODGE,2024-10-01,275,24.5,84,28.9,45,7.2,0,0,0
IA0512,BATTLE CREEK 3NE,2024-10-01,275,23,88,31.1,38,3.3,0,0,0
IA2364,DUBUQUE-LOCK-AND-DAM,2024-10-01,275,29,82,27.8,56,13.3,0,0,0
IA7859,SPIRIT LAKE,2024-10-01,275,23,82,27.8,44,6.7,0,0,0
IA3584,HAMPTON-2-NW,2024-10-01,275,25,84,28.9,46,7.8,0,0,0
IA5952,NEW-HAMPTON,2024-10-01,275,23.5,82,27.8,45,7.2,0,0,0
IA6389,Ottumwa,2024-10-01,275,15,69,20.6,41,5,0,0,0
IA3487,GRUNDY-CENTER,2024-10-01,275,24.5,83,28.3,46,7.8,0,0,0
IA3438,GREENFIELD,2024-10-01,275,25,85,29.4,45,7.2,0,0,0
IA6566,PERRY,2024-10-01,275,26,86,30,46,7.8,0,0,0
IA7844,Spencer,2024-10-01,275,13.5,66,18.9,41,5,0,0,0
IA4106,IOWA CITY MUNICIPAL AP,2024-10-01,275,17,69,20.6,45,7.2,0,,
IA1635,CLINTON-1,2024-10-01,275,27.5,79,26.1,56,13.3,0,0,0
IA7892,STANLEY,2024-10-01,275,26,84,28.9,48,8.9,0,0,0
IA2725,ESTHERVILLE MUNICIPAL AP,2024-10-01,275,14,66,18.9,42,5.6,0,0,0
IA2209,DES MOINES WSFO-JOHNSTON,2024-10-01,275,18,70,21.1,46,7.8,0,0,0
IAKSPW,Spencer Airport,2024-10-01,275,14,68,20,38,3.3,0,0,0
IAC006,Iowa - East Central Climate Division,2024-10-01,275,28.5,84,28.9,53,11.7,0,0,0
IA0149,Allerton,2024-10-01,275,28.5,84,28.9,53,11.7,0,0,0
IA2864,FAYETTE,2024-10-01,275,23,81,27.2,45,7.2,0,0,0
IA4585,Lamoni,2024-10-01,275,28.5,86,30,51,10.6,0,0,0
IA5769,MOUNT-AYR,2024-10-01,275,27,84,28.9,50,10,0,0,0
IA6766,Postville,2024-10-01,275,24.5,82,27.8,47,8.3,0,0,0
IA5844,MUSCATINE 2N,2024-10-01,275,30,85,29.4,55,12.8,0,0,0
IAD004,Iowa Drought Region 4 - Southwest,2024-10-01,275,26,87,30.6,46,7.8,0,0,0
IA7979,STORM-LAKE-2-E,2024-10-01,275,24,86,30,42,5.6,0,0,0
IA6719,POCAHONTAS,2024-10-01,275,25,87,30.6,44,6.7,0,0,0
IA2203,Des Moines Airport,2024-10-01,275,20.5,69,20.6,52,11.1,0,0,0
IAC001,Iowa - Northwest Climate Division,2024-10-01,275,23.5,85,29.4,42,5.6,0,0,0
IA8296,TOLEDO,2024-10-01,275,25.5,84,28.9,47,8.3,0,0,0
IA0608,BELLEVUE-L-AND-D-12,2024-10-01,275,27,81,27.2,53,11.7,0,0,0
IA1402,CHARLES-CITY,2024-10-01,275,13.5,63,17.2,44,6.7,0,0,0
IA2789,FAIRFIELD,2024-10-01,275,26.5,83,28.3,50,10,0,0,0
IAC009,Iowa - Southeast Climate Division,2024-10-01,275,29.5,85,29.4,54,12.2,0,0,0
IA3517,GUTTENBERG-L-AND-D-10,2024-10-01,275,27.5,80,26.7,55,12.8,0,0,0
IATIDA,Ida Grove Area,2024-10-01,275,23,88,31.1,38,3.3,0,0,0
IA5123,MAPLETON NO. 2,2024-10-01,275,23,88,31.1,40,4.4,0,0,0
IA2999,FORT-DODGE,2024-10-02,276,14,64,17.8,44,6.7,0,0,0
IA6389,Ottumwa,2024-10-02,276,17,74,23.3,40,4.4,0,0,0
IA0385,AUDUBON,2024-10-02,276,12.5,65,18.3,36,2.2,0,0,0
IAC006,Iowa - East Central Climate Division,2024-10-02,276,13.5,67,19.4,40,4.4,0,0,0
IA6800,PRIMGHAR,2024-10-02,276,24,79,26.1,49,9.4,0,0,0
IATDBQ,Dubuque Area,2024-10-02,276,16,72,22.2,38,3.3,0,0,0
IA5844,MUSCATINE 2N,2024-10-02,276,15,69,20.6,41,5,0,0,0
IA1233,CARROLL-2-SSW,2024-10-02,276,15,67,19.4,43,6.1,0,0,0
IA5123,MAPLETON NO. 2,2024-10-02,276,13.5,67,19.4,40,4.4,0,0,0
IAC008,Iowa - South Central Climate Division,2024-10-02,276,15,68,20,42,5.6,0,0,0
IA6940,RED-OAK,2024-10-02,276,23,87,30.6,39,3.9,0,0,0
IA1635,CLINTON-1,2024-10-02,276,17,73,22.8,41,5,0,0,0
IA4585,Lamoni,2024-10-02,276,16.5,68,20,45,7.2,0,0,0
IA0536,BEACONSFIELD,2024-10-02,276,13.5,65,18.3,42,5.6,0,0,0
IATMCW,Mason City Area,2024-10-02,276,18.5,77,25,40,4.4,0,0,0
IATAME,Ames Area,2024-10-02,276,15.5,69,20.6,42,5.6,0,,
IA5952,NEW-HAMPTON,2024-10-02,276,12,64,17.8,39,3.9,0,0,0
IA5796,MOUNT-PLEASANT,2024-10-02,276,14.5,69,20.6,40,4.4,0,,
IATSUX,Sioux City Area,2024-10-02,276,21.5,82,27.8,41,5,0,0,0
IA1402,CHARLES-CITY,2024-10-02,276,17.5,73,22.8,42,5.6,0,0,0
IA7702,SIOUX CITY ANG,2024-10-02,276,15,67,19.4,43,6.1,0,0,0
IA4874,LITTLE SIOUX 2NW,2024-10-02,276,15,70,21.1,38,3.3,0,0,0
IA4106,IOWA CITY MUNICIPAL AP,2024-10-02,276,17.5,75,23.9,40,4.4,0,,
IA2689,Emmetsburg,2024-10-02,276,15,68,20,42,5.6,0,,
IA2299,Donnellson,2024-10-02,276,15.5,69,20.6,42,5.6,0,0,0
IA8688,WASHINGTON,2024-10-02,276,16,72,22.2,36,2.2,0,0,0
IA3473,GRINNELL-3-SW,2024-10-02,276,14,68,20,37,2.8,0,0,0
IAD002,Iowa Drought Region 2 - Northcentral,2024-10-02,276,14,66,18.9,42,5.6,0,0,0
IA0214,ANAMOSA 3 SSW,2024-10-02,276,13.5,67,19.4,38,3.3,0,0,0
IATIDA,Ida Grove Area,2024-10-02,276,13.5,67,19.4,40,4.4,0,0,0
IA0512,BATTLE CREEK 3NE,2024-10-02,276,13.5,67,19.4,40,4.4,0,0,0
IA1833,CORNING,2024-10-02,276,14,68,20,39,3.9,0,0,0
IA7312,SAC-CITY,2024-10-02,276,15,67,19.4,43,6.1,0,0,0
IA0200,AMES-8-WSW,2024-10-02,276,18.5,75,23.9,42,5.6,0,0,0
IA2603,Elkader 6SSW (Osborn),2024-10-02,276,12.5,65,18.3,34,1.1,0,0,0
IA4228,JEFFERSON,2024-10-02,276,15.5,67,19.4,44,6.7,0,0,0
IA4389,KEOSAUQUA,2024-10-02,276,14.5,69,20.6,39,3.9,0,0,0
IA5992,NEWTON,2024-10-02,276,15,69,20.6,41,5,0,,
IA1731,COLUMBUS JUNCT 2 SSW,2024-10-02,276,13.5,67,19.4,40,4.4,0,0,0
IA5769,MOUNT-AYR,2024-10-02,276,14.5,67,19.4,42,5.6,0,0,0
IAD005,Iowa Drought Region 5 - Southeast,2024-10-02,276,14.5,68,20,41,5,0,0,0
IA8755,WAUKON,2024-10-02,276,13,63,17.2,43,6.1,0,0,0
IA0364,ATLANTIC-1-NE,2024-10-02,276,14.5,69,20.6,35,1.7,0,0,0
IA5837,MUSCATINE,2024-10-02,276,14.5,69,20.6,40,4.4,0,0,0
IA4963,LOWDEN,2024-10-02,276,17.5,75,23.9,35,1.7,0,0,0
IA7892,STANLEY,2024-10-02,276,12.5,65,18.3,35,1.7,0,0,0
IA6151,OAKLAND-2-E,2024-10-02,276,16,69,20.6,43,6.1,0,0,0
IA1319,CEDAR-RAPIDS-1,2024-10-02,276,17,74,23.3,38,3.3,0,0,0
IA6305,OSAGE,2024-10-02,276,11.5,63,17.2,40,4.4,0,0,0
IA1962,Creston,2024-10-02,276,14,65,18.3,43,6.1,0,0,0
IA8296,TOLEDO,2024-10-02,276,14,66,18.9,42,5.6,0,0,0
IAC007,Iowa - Southwest Climate Division,2024-10-02,276,15,68,20,42,5.6,0,0,0
IA5493,Milford,2024-10-02,276,16,64,17.8,48,8.9,0,0,0
IA3517,GUTTENBERG-L-AND-D-10,2024-10-02,276,13.5,64,17.8,43,6.1,0,0,0
IA6719,POCAHONTAS,2024-10-02,276,14.5,66,18.9,43,6.1,0,0,0
IA4142,IOWA-FALLS,2024-10-02,276,14,67,19.4,41,5,0,0,0
IAD004,Iowa Drought Region 4 - Southwest,2024-10-02,276,14.5,68,20,41,5,0,0,0
IA2203,Des Moines Airport,2024-10-02,276,22.5,77,25,48,8.9,0,0,0
IA3910,HOLSTEIN 5 NNW,2024-10-02,276,12.5,65,18.3,40,4.4,0,0,0
IA0133,ALGONA,2024-10-02,276,13.5,64,17.8,43,6.1,0,0,0
IA1394,CHARITON,2024-10-02,276,13.5,67,19.4,35,1.7,0,0,0
IA3007,Fort Madison,2024-10-02,276,18.5,72,22.2,45,7.2,0,0,0
IA0157,ALLISON,2024-10-02,276,13,65,18.3,41,5,0,0,0
IA7161,ROCKWELL-CITY,2024-10-02,276,0,,,,,,,
IA5198,MARSHALLTOWN,2024-10-02,276,13,66,18.9,37,2.8,0,0,0
IA7844,Spencer,2024-10-02,276,23,77,25,49,9.4,0,0,0
IA4705,Le Claire L&D 14,2024-10-02,276,18,68,20,48,8.9,0,,
IAC004,Iowa - West Central Climate Division,2024-10-02,276,14,67,19.4,41,5,0,0,0
IA7708,SIOUX-CITY-WSO-AP,2024-10-02,276,21.5,82,27.8,41,5,0,0,0
IA3509,GUTHRIE-CENTER,2024-10-02,276,14,68,20,40,4.4,0,0,0
IA1257,CASCADE,2024-10-02,276,14,68,20,35,1.7,0,0,0
IA7726,SIOUX-RAPIDS,2024-10-02,276,13,66,18.9,40,4.4,0,0,0
IA6392,OTTUMWA #1,2024-10-02,276,0,,,,,0,0,0
IA5086,MANCHESTER-2,2024-10-02,276,13.5,67,19.4,38,3.3,0,0,0
IA6199,OELWEIN 1E,2024-10-02,276,12.5,65,18.3,38,3.3,0,0,0
IA3487,GRUNDY-CENTER,2024-10-02,276,13.5,66,18.9,41,5,0,0,0
IA6316,OSCEOLA-3-WSW,2024-10-02,276,14,68,20,39,3.9,0,0,0
IA4381,KEOKUK LOCK DAM 19,2024-10-02,276,17,67,19.4,47,8.3,0,0,0
IATDSM,Des Moines Area,2024-10-02,276,22.5,77,25,48,8.9,0,0,0
IA7613,SHENANDOAH-1-NE,2024-10-02,276,14.5,69,20.6,40,4.4,0,0,0
IAD003,Iowa Drought Region 3 - Northeast,2024-10-02,276,13,66,18.9,40,4.4,0,0,0
IA7700,SIOUX CENTER 2 SE,2024-10-02,276,24,81,27.2,47,8.3,0,0,0
IA3584,HAMPTON-2-NW,2024-10-02,276,13.5,66,18.9,41,5,0,0,0
IA0203,AMES 5 SE,2024-10-02,276,15.5,69,20.6,42,5.6,0,0,0
IAC005,Iowa - Central Climate Division,2024-10-02,276,14.5,67,19.4,42,5.6,0,0,0
IA5199,MARSHALLTOWN MUNICIPAL AP,2024-10-02,276,18,76,24.4,40,4.4,0,0,0
IATALO,Waterloo Area,2024-10-02,276,19.5,78,25.6,41,5,0,0,0
IAC003,Iowa - Northeast Climate Division,2024-10-02,276,12.5,65,18.3,40,4.4,0,0,0
IA7386,SANBORN,2024-10-02,276,13,66,18.9,39,3.9,0,0,0
IA6566,PERRY,2024-10-02,276,15.5,68,20,43,6.1,0,0,0
IA3438,GREENFIELD,2024-10-02,276,14,67,19.4,41,5,0,0,0
IA0608,BELLEVUE-L-AND-D-12,2024-10-02,276,13.5,67,19.4,39,3.9,0,0,0
IA8026,SWEA CITY 4 W,2024-10-02,276,12.5,63,17.2,42,5.6,0,0,0
IA2367,Dubuque Airport,2024-10-02,276,16,72,22.2,38,3.3,0,0,0
IA7664,SIBLEY-5-NNE,2024-10-02,276,12.5,65,18.3,39,3.9,0,0,0
IA0000,Iowa Average,2024-10-02,276,14,67,19.4,41,5,0,0,0
IA9132,WINTERSET,2024-10-02,276,14.5,69,20.6,40,4.4,0,0,0
IATSPW,Spencer Area,2024-10-02,276,23.5,80,26.7,47,8.3,0,0,0
IA0807,Boone,2024-10-02,276,14.5,68,20,41,5,0,0,0
IA7678,SIGOURNEY,2024-10-02,276,15,70,21.1,40,4.4,0,0,0
IA1314,Cedar Rapids Airport,2024-10-02,276,17,74,23.3,39,3.9,0,,
IA5230,Mason City,2024-10-02,276,13.5,65,18.3,42,5.6,0,0,0
IA9067,WILLIAMSBURG,2024-10-02,276,13.5,67,19.4,37,2.8,0,0,0
IA6766,Postville,2024-10-02,276,13.5,67,19.4,40,4.4,0,0,0
IA1442,CHEROKEE,2024-10-02,276,13,66,18.9,40,4.4,0,0,0
IA2864,FAYETTE,2024-10-02,276,12.5,65,18.3,38,3.3,0,0,0
IA4735,Le Mars,2024-10-02,276,13.5,65,18.3,42,5.6,0,0,0
IA1063,Burlington Airport,2024-10-02,276,17,73,22.8,41,5,0,,
IAC001,Iowa - Northwest Climate Division,2024-10-02,276,14,66,18.9,42,5.6,0,0,0
IA7147,ROCK-RAPIDS,2024-10-02,276,14,66,18.9,42,5.6,0,0,0
IA5235,MASON CITY MUNICIPAL AP,2024-10-02,276,18.5,77,25,40,4.4,0,0,0
IA0197,AMES MUNICIPAL AP,2024-10-02,276,18,76,24.4,38,3.3,0,0,0
IA8806,WEBSTER-CITY,2024-10-02,276,14,68,20,39,3.9,0,0,0
IA6910,RATHBUN DAM,2024-10-02,276,14.5,68,20,41,5,0,0,0
IAD001,Iowa Drought Region 1 - Northwest,2024-10-02,276,13.5,66,18.9,41,5,0,0,0
IA2724,Estherville 4E,2024-10-02,276,15,66,18.9,44,6.7,0,0,0
IA7859,SPIRIT LAKE,2024-10-02,276,16.5,68,20,45,7.2,0,0,0
IA2725,ESTHERVILLE MUNICIPAL AP,2024-10-02,276,21.5,77,25,46,7.8,0,0,0
IA8568,VINTON,2024-10-02,276,13.5,67,19.4,36,2.2,0,0,0
IATCID,Cedar Rapids Area,2024-10-02,276,17,74,23.3,39,3.9,0,,
IA5131,MAQUOKETA-2-W,2024-10-02,276,14,68,20,37,2.8,0,,
IA7979,STORM-LAKE-2-E,2024-10-02,276,15,66,18.9,44,6.7,0,0,0
IA4894,LOGAN,2024-10-02,276,16.5,69,20.6,44,6.7,0,0,0
IA2977,FOREST-CITY,2024-10-02,276,11.5,63,17.2,37,2.8,0,0,0
IA0149,Allerton,2024-10-02,276,14,66,18.9,42,5.6,0,0,0
IA1060,BURLINGTON,2024-10-02,276,15,68,20,42,5.6,0,0,0
IATOEL,Oelwein Area,2024-10-02,276,12.5,65,18.3,38,3.3,0,0,0
IA8706,WATERLOO,2024-10-02,276,19.5,78,25.6,41,5,0,0,0
IAKSPW,Spencer Airport,2024-10-02,276,23.5,80,26.7,47,8.3,0,0,0
IAC002,Iowa - North Central Climate Division,2024-10-02,276,13.5,65,18.3,42,5.6,0,0,0
IA4587,LAMONI,2024-10-02,276,18.5,73,22.8,44,6.7,0,0,0
IA6103,NORTHWOOD,2024-10-02,276,10.5,61,16.1,40,4.4,0,0,0
IA4101,Iowa City,2024-10-02,276,15.5,71,21.7,38,3.3,0,0,0
IA2070,DAVENPORT WFO,2024-10-02,276,17,72,22.2,42,5.6,0,0,0
IA2110,DECORAH-2-N,2024-10-02,276,18,76,24.4,38,3.3,0,0,0
IA1533,CLARINDA,2024-10-02,276,14.5,69,20.6,39,3.9,0,0,0
IA6327,OSKALOOSA,2024-10-02,276,14.5,68,20,41,5,0,0,0
IAC009,Iowa - Southeast Climate Division,2024-10-02,276,15,69,20.6,41,5,0,0,0
IA2209,DES MOINES WSFO-JOHNSTON,2024-10-02,276,21,76,24.4,46,7.8,0,0,0
IA2789,FAIRFIELD,2024-10-02,276,14,68,20,38,3.3,0,0,0
IA2171,DENISON,2024-10-02,276,14,67,19.4,41,5,0,0,0
IA1354,CENTERVILLE,2024-10-02,276,14,68,20,36,2.2,0,0,0
IA2364,DUBUQUE-LOCK-AND-DAM,2024-10-02,276,16.5,66,18.9,47,8.3,0,0,0
IA0600,BELLE-PLAINE,2024-10-02,276,14,68,20,36,2.2,0,0,0
IA3438,GREENFIELD,2024-10-03,277,22,76,24.4,48,8.9,0,0,0
IA2999,FORT-DODGE,2024-10-03,277,19.5,74,23.3,45,7.2,0,0,0
IA1354,CENTERVILLE,2024-10-03,277,17,74,23.3,35,1.7,0,0,0
IA5235,MASON CITY MUNICIPAL AP,2024-10-03,277,19.5,77,25,42,5.6,0.0001,0,0
IA4874,LITTLE SIOUX 2NW,2024-10-03,277,23,84,28.9,42,5.6,0,0,0
IATALO,Waterloo Area,2024-10-03,277,21.5,80,26.7,43,6.1,0.01,0,0
IA6327,OSKALOOSA,2024-10-03,277,18,75,23.9,41,5,0,0,0
IAC005,Iowa - Central Climate Division,2024-10-03,277,20,76,24.4,44,6.7,0,0,0
IA7678,SIGOURNEY,2024-10-03,277,19,77,25,41,5,0,0,0
IA5230,Mason City,2024-10-03,277,19,76,24.4,42,5.6,0,0,0
IA2364,DUBUQUE-LOCK-AND-DAM,2024-10-03,277,20,73,22.8,47,8.3,0,0,0
IA4963,LOWDEN,2024-10-03,277,22.5,84,28.9,41,5,0,0,0
IA2070,DAVENPORT WFO,2024-10-03,277,25.5,81,27.2,50,10,0,0,0
IA7664,SIBLEY-5-NNE,2024-10-03,277,22.5,80,26.7,45,7.2,0,0,0
IA0214,ANAMOSA 3 SSW,2024-10-03,277,16,72,22.2,38,3.3,0,0,0
IATIDA,Ida Grove Area,2024-10-03,277,22.5,80,26.7,45,7.2,0,0,0
IA4106,IOWA CITY MUNICIPAL AP,2024-10-03,277,23.5,82,27.8,45,7.2,0,,
IA0157,ALLISON,2024-10-03,277,19,75,23.9,43,6.1,0,0,0
IA4142,IOWA-FALLS,2024-10-03,277,19,75,23.9,43,6.1,0,0,0
IA2367,Dubuque Airport,2024-10-03,277,21,77,25,45,7.2,0,0,0
IA1319,CEDAR-RAPIDS-1,2024-10-03,277,22,80,26.7,44,6.7,0,0,0
IA5131,MAQUOKETA-2-W,2024-10-03,277,17.5,74,23.3,41,5,0,,
IATCID,Cedar Rapids Area,2024-10-03,277,23.5,81,27.2,46,7.8,0.0001,,
IA2725,ESTHERVILLE MUNICIPAL AP,2024-10-03,277,17.5,73,22.8,42,5.6,0,0,0
IA0512,BATTLE CREEK 3NE,2024-10-03,277,22.5,80,26.7,45,7.2,0,0,0
IA1060,BURLINGTON,2024-10-03,277,17.5,73,22.8,42,5.6,0,0,0
IA1394,CHARITON,2024-10-03,277,18,75,23.9,41,5,0,0,0
IA6800,PRIMGHAR,2024-10-03,277,26,78,25.6,54,12.2,0,0,0
IA9132,WINTERSET,2024-10-03,277,20,76,24.4,44,6.7,0,0,0
IA5992,NEWTON,2024-10-03,277,20.5,77,25,44,6.7,0,,
IAD005,Iowa Drought Region 5 - Southeast,2024-10-03,277,19,75,23.9,43,6.1,0,0,0
IA6392,OTTUMWA #1,2024-10-03,277,0,,,,,0,0,0
IATSPW,Spencer Area,2024-10-03,277,22.5,76,24.4,49,9.4,0,0,0
IA7859,SPIRIT LAKE,2024-10-03,277,26.5,81,27.2,52,11.1,0,0,0
IA4389,KEOSAUQUA,2024-10-03,277,17,74,23.3,40,4.4,0,0,0
IA5493,Milford,2024-10-03,277,25,76,24.4,54,12.2,0,0,0
IA7844,Spencer,2024-10-03,277,20.5,73,22.8,48,8.9,0,0,0
IA0536,BEACONSFIELD,2024-10-03,277,21,74,23.3,48,8.9,0,0,0
IA7708,SIOUX-CITY-WSO-AP,2024-10-03,277,24.5,80,26.7,49,9.4,0,0,0
IATSUX,Sioux City Area,2024-10-03,277,24.5,80,26.7,49,9.4,0,0,0
IA1233,CARROLL-2-SSW,2024-10-03,277,22.5,79,26.1,46,7.8,0,0,0
IA5086,MANCHESTER-2,2024-10-03,277,17.5,75,23.9,38,3.3,0,0,0
IAC004,Iowa - West Central Climate Division,2024-10-03,277,22.5,79,26.1,46,7.8,0,0,0
IA7702,SIOUX CITY ANG,2024-10-03,277,23,83,28.3,43,6.1,0,0,0
IA6719,POCAHONTAS,2024-10-03,277,21.5,78,25.6,45,7.2,0,0,0
IA0608,BELLEVUE-L-AND-D-12,2024-10-03,277,16.5,73,22.8,39,3.9,0,0,0
IA6566,PERRY,2024-10-03,277,20.5,77,25,44,6.7,0,0,0
IA2689,Emmetsburg,2024-10-03,277,23,79,26.1,47,8.3,0,,
IA6151,OAKLAND-2-E,2024-10-03,277,21,79,26.1,43,6.1,0,0,0
IA4587,LAMONI,2024-10-03,277,26.5,82,27.8,51,10.6,0,0,0
IAC009,Iowa - Southeast Climate Division,2024-10-03,277,19,75,23.9,43,6.1,0,0,0
IA3473,GRINNELL-3-SW,2024-10-03,277,19,75,23.9,43,6.1,0,0,0
IA7892,STANLEY,2024-10-03,277,17,74,23.3,35,1.7,0,0,0
IA5837,MUSCATINE,2024-10-03,277,17.5,75,23.9,40,4.4,0,0,0
IATDBQ,Dubuque Area,2024-10-03,277,21,77,25,45,7.2,0,0,0
IA8026,SWEA CITY 4 W,2024-10-03,277,17.5,74,23.3,41,5,0,0,0
IA0203,AMES 5 SE,2024-10-03,277,21.5,78,25.6,45,7.2,0,0,0
IA7700,SIOUX CENTER 2 SE,2024-10-03,277,24,79,26.1,49,9.4,0,0,0
