OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21910001,Lake Ahquabi Beach,Lake,Beach at Lake Ahquabi State Park. Ambient Beach Monitoring Site,07100008,,,,,41.2901520000,-93.5909710000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,181,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21920001,Lake Darling Beach,Lake,Beach at Lake Darling State Park. Ambient Beach Monitoring Site,07080107,,,,,41.1908050000,-91.8927930000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,183,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21930001,Bobwhite State Park,Lake,Beach at Bob White State Park. Ambient Beach Monitoring Site,10280201,,,,,40.7166640000,-93.3983710000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,185,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21940001,Brushy Creek Beach,Lake,Beach at Brushy Creek Recreation Area. Ambient Beach Monitoring Site,07100004,,,,,42.3919040000,-93.9846710000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,187,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22010001,Greenfield Lake,Lake,,10240009,,,,,41.2981980000,-94.4813330000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,001,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22010002,Lake Orient,Lake,,10240010,,,,,41.1964370000,-94.4361760000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,001,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22010003,Meadow Lake,Lake,,07100008,,,,,41.3870980000,-94.4375420000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,001,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22010004,Mormon Trail Lake,Lake,,10240009,,,,,41.2428030000,-94.6356850000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,001,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22010005,Nodaway Lake,Lake,,10240009,,,,,41.2893680000,-94.4975660000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,001,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22020001,Lake Icaria,Lake,,10240010,,,,,41.0479010000,-94.7519360000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,003,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22040001,Rathbun Lake,Reservoir,,10280201,,,,,40.8249720000,-92.8940150000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,007,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22050001,Littlefield Lake (maximum water depth),Lake,,10240003,,,,,41.5594140000,-94.7862860000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,009,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22060001,Hannen Lake,Lake,,07080208,,,,,41.8636490000,-92.1127850000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,011,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22060002,Rodgers Lake,Lake,,07080205,,,,,42.2014680000,-92.0755630000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,011,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22070001,George Wyth Lake,Lake,,07080205,,,,,42.5342950000,-92.3957970000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,013,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22070002,Green Belt Lake,Lake,,07080205,,,,,42.4788540000,-92.3887990000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,013,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22070003,Meyers Lake,Lake,,07080205,,,,,42.4617650000,-92.2895570000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,013,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22070004,Mitchell Lake (Deep point),Lake,,07080205,,,,,42.4772240000,-92.3140800000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,013,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22070005,South Prairie Lake,Lake,,07080205,,,,,42.4778340000,-92.4601630000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,013,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22080004,Don Williams Lake (maximum water depth),Lake,,07100004,,,,,42.1119530000,-94.0198750000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,015,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22090001,Avenue of the Saints Lake,Lake,,07080202,,,,,42.7100380000,-92.5364430000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,017,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22110001,Storm Lake Max Depth,Lake,,07100006,,,,,42.6215680000,-95.2041860000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,021,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22130001,North Twin Lake (maximum water depth),Lake,,07100006,,,,,42.4768730000,-94.6380200000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,025,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22140001,Swan Lake Max Depth,Lake,,07100007,,,,,42.0376570000,-94.8405400000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,027,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22150001,Cold Springs Lake,Lake,,10240003,,,,,41.2918710000,-95.0874730000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,029,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22150002,Lake Anita,Lake,,10240003,,,,,41.4277700000,-94.7810210000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,029,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22170001,Clear Lake,Lake,,07080203,,,,,43.1257620000,-93.4169680000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,033,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22200001,East Lake Osceola,Lake,,07100008,,,,,41.0325950000,-93.7425850000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,039,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22200002,West Lake Osceola,Lake,,07100008,,,,,41.0400110000,-93.8052850000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,039,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22240001,Nelson Lake,Lake,,10230007,,,,,41.9368140000,-95.5886660000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,047,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22240002,Yellow Smoke Lake,Lake,,10230007,,,,,42.0226430000,-95.3248040000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,047,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22250001,Beaver Lake,Lake,,07100007,,,,,41.5324550000,-94.2124520000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,049,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22260001,Lake Wapello,Lake,,07100009,,,,,40.8197200000,-92.5737480000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,051,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22270001,Little River Lake,Lake,,10280102,,,,,40.7503770000,-93.7790240000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,053,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22270002,Nine Eagles Lake,Lake,,10280102,,,,,40.5967440000,-93.7722980000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,053,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22270003,Slipbluff Lake,Lake,,10280102,,,,,40.6537690000,-93.8529160000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,053,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22280001,Silver Lake Max Depth,Lake,,07060006,,,,,42.4236350000,-91.3266820000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,055,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22290001,Lake Geode,Lake,,07080107,,,,,40.8116840000,-91.3871990000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,057,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22290002,Big Hollow Lake,Lake,,07080104,,,,,40.9436480000,-91.2369470000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,057,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22300007,Silver Lake Max Depth,Lake,,10230003,,,,,43.4369940000,-95.3370680000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22300008,East Okoboji Lake,Lake,,10230003,,,,,43.3831010000,-95.1148330000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22300009,West Okoboji Lake,Lake,,10230003,,,,,43.3748030000,-95.1489090000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22300010,Center Lake,Lake,,10230003,,,,,43.4124420000,-95.1387530000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22300011,Lake Minnewashta,Lake,,10230003,,,,,43.3607030000,-95.1233350000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22300012,Lower Gar Lake,Lake,,10230003,,,,,43.3548940000,-95.1210100000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22300013,Upper Gar Lake,Lake,,10230003,,,,,43.3693530000,-95.1201310000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22300014,Big Spirit Lake,Lake,,10230003,,,,,43.4807620000,-95.0833190000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22320001,Ingham Lake,Lake,,07100002,,,,,43.3178600000,-94.7001480000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,063,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22330001,Volga Lake (maximum water depth),Lake,,07060004,,,,,42.8957010000,-91.7708470000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,065,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22340001,Rudd Lake,Lake,,07080202,,,,,43.1257050000,-92.8918890000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,067,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22350001,Beeds Lake,Lake,,07080204,,,,,42.7698240000,-93.2376550000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,069,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22370001,Spring Lake Max Depth,Lake,,07100006,,,,,42.0608510000,-94.2887930000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,073,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22390001,Springbrook Lake,Lake,,07100007,,,,,41.7760750000,-94.4666030000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,077,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22400001,Little Wall Lake (maximum water depth),Lake,,07080105,,,,,42.2666980000,-93.6395260000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,079,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22400004,Briggs Woods Lake,Lake,,07100005,,,,,42.4326580000,-93.7979500000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,079,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22410001,Crystal Lake Max Depth,Lake,,07080207,,,,,43.2302680000,-93.7923920000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,081,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22410002,Eldred Sherwood Lake,Lake,,07080207,,,,,42.9413990000,-93.5647550000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,081,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22420001,Lower Pine Lake,Lake,,07080207,,,,,42.3665670000,-93.0777620000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,083,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22420002,Upper Pine Lake,Lake,,07080207,,,,,42.3737070000,-93.0664390000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,083,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22430001,DeSoto Bend Lake,Lake,,10230006,,,,,41.5380740000,-95.9983150000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,085,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22430002,Willow Lake,Lake,,10230007,,,,,41.7693600000,-95.7889520000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,085,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22450001,Lake Hendricks,Lake,,07080102,,,,,43.3707640000,-92.5481670000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,089,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22470001,Crawford Creek Lake,Lake,,10230005,,,,,42.2758110000,-95.6069170000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,093,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22470002,Moorehead Lake,Lake,,10230005,,,,,42.3575360000,-95.4802680000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,093,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22480001,Lake Iowa,Lake,,07080209,,,,,41.6348480000,-92.1735120000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,095,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22500001,Rock Creek Max Depth,Lake,,07080106,,,,,41.7396260000,-92.8549200000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,099,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22500002,Mariposa Lake,Lake,,07080106,,,,,41.7777120000,-92.9627700000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,099,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22520001,Lake Macbride (maximum water depth),Lake,,07080208,,,,,41.7936690000,-91.5728650000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,103,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22520005,Kent Park Lake,Lake,,07080209,,,,,41.7234160000,-91.7303200000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,103,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22530001,Central Park Lake,Lake,,07060006,,,,,42.1125270000,-91.1373010000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,105,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22540001,Lake Belva Deer,Lake,,07080106,,,,,41.3776330000,-92.1233090000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,107,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22540002,Yenruogis Pond,Lake,,07080106,,,,,41.3785640000,-92.2005030000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,107,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22550001,Smith Lake,Lake,,07100003,,,,,43.1233980000,-94.2414700000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,109,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22560001,Poll Miller Park Lake,Lake,,07080104,,,,,40.7126450000,-91.4359510000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,111,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22570001,Pleasant Creek Lake,Lake,,07080205,,,,,42.1247500000,-91.8103380000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,113,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22590001,Williamson Pond Max Depth,Lake,,07100009,,,,,41.0964380000,-93.2154820000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,117,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22590002,Red Haw Lake,Lake,,07100008,,,,,41.0006790000,-93.2719360000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,117,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22600001,Lake Pahoja,Lake,,10170203,,,,,43.3827990000,-96.4705210000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,119,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22610004,Badger Creek Max Depth,Lake,,07100008,,,,,41.4698920000,-93.9108650000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,121,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22620001,Hawthorn Lake,Lake,,07080106,,,,,41.4761880000,-92.4588560000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,123,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22620002,Lake Keomah,Lake,,07080105,,,,,41.2951300000,-92.5381810000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,123,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22620003,White Oak Lake,Lake,,07080105,,,,,41.2738860000,-92.4761950000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,123,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22630002,Roberts Creek Lake,Lake,,07100008,,,,,41.4215860000,-93.0492320000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,125,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22640001,Green Castle Lake,Lake,,07080208,,,,,41.9296690000,-92.8602200000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,127,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22670001,Oldham Lake,Lake,,10230001,,,,,42.0080060000,-95.7894940000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,133,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22670002,Blue Lake,Lake,,10230001,,,,,42.0440910000,-96.1592770000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,133,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22680001,Lake Miami Max Depth,Lake,,07100009,,,,,41.1215220000,-92.8439840000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,135,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22690001,Viking Lake,Lake,,10240009,,,,,40.9761700000,-95.0299090000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,137,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22710001,Mill Creek Lake,Lake,,10230003,,,,,42.9848760000,-95.6712100000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,141,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22710002,Dog Creek Lake,Lake,,10230003,,,,,42.9361420000,-95.4676770000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,141,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22730001,Pierce Creek Lake,Lake,,10240003,,,,,40.8313060000,-95.3577460000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,145,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22740001,Five Island Lake,Lake,,07100002,,,,,43.1417670000,-94.6603490000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,147,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22740002,Lost Island Lake,Lake,,10230003,,,,,43.1754920000,-94.9019160000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,147,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22740003,Silver Lake (Palo Alto County),Lake,,07100002,,,,,43.0302350000,-94.8841800000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,147,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22770001,Easter Lake (maximum water depth),Lake,,07100008,,,,,41.5453870000,-93.5568840000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22770004,Big Creek,Lake,,07100004,,,,,41.7939710000,-93.7313880000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22770006,Grays Lake,Lake,,07100006,,,,,41.5698830000,-93.6394260000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22770007,Blue Heron Lake,Lake,,07100006,,,,,41.5443020000,-93.7259180000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22780002,Arrowhead Lake (Pottawatamie),Lake,,10230006,,,,,41.4358470000,-95.5928480000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,155,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22780003,Lake Manawa,Lake,,10230006,,,,,41.2050270000,-95.8575690000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,155,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22790004,Arbor Lake Max Depth,Lake,,07080106,,,,,41.7317060000,-92.7329630000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,157,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22790005,Diamond Lake,Lake,,07080106,,,,,41.5847020000,-92.5560380000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,157,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22800001,Fogle Lake,Lake,,10280101,,,,,40.8141940000,-94.3508080000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,159,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22810001,Arrowhead Lake (Sac),Lake,,07100006,,,,,42.2970100000,-95.0511550000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,161,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22810002,Black Hawk Lake,Lake,,07100006,,,,,42.2967500000,-95.0282920000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,161,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22820001,Lake of the Hills,Lake,,07080101,,,,,41.5213580000,-90.6764950000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,163,,,,,,,,,,STORET
