program,year,period,week_ending,geo_level,state,state_ansi,watershed_code,commodity,data_item,domain,domain_category,value,cv_(%)
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,12.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, 5 YEAR AVG, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,25.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, 5 YEAR AVG, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,56.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, 5 YEAR AVG, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,5.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, 5 YEAR AVG, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,2.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,16.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,19.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,61.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,3.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,1.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,14.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,21.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,58.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,5.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,2.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,17.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",TOTAL,NOT SPECIFIED,98.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",TOTAL,NOT SPECIFIED,1.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,22.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",TOTAL,NOT SPECIFIED,98.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",TOTAL,NOT SPECIFIED,4.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,17.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT EMERGED",TOTAL,NOT SPECIFIED,97.0,
SURVEY,2025,WEEK #26,2025-06-29,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT SETTING PODS",TOTAL,NOT SPECIFIED,1.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,14.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - CONDITION, 5 YEAR AVG, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,21.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - CONDITION, 5 YEAR AVG, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,59.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - CONDITION, 5 YEAR AVG, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,4.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - CONDITION, 5 YEAR AVG, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,2.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,24.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - CONDITION, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,12.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - CONDITION, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,62.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,2.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - CONDITION, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,0.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,18.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,18.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,58.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,4.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,2.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DOUGH",TOTAL,NOT SPECIFIED,0.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SILKING",TOTAL,NOT SPECIFIED,10.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - PROGRESS, MEASURED IN PCT DOUGH",TOTAL,NOT SPECIFIED,3.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - PROGRESS, MEASURED IN PCT SILKING",TOTAL,NOT SPECIFIED,15.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT DOUGH",TOTAL,NOT SPECIFIED,1.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,CORN,"CORN - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT SILKING",TOTAL,NOT SPECIFIED,15.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,FIELDWORK,"FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK",TOTAL,NOT SPECIFIED,4.8,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,FIELDWORK,"FIELDWORK - DAYS SUITABLE, PREVIOUS YEAR, MEASURED IN DAYS / WEEK",TOTAL,NOT SPECIFIED,3.5,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,14.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY - CONDITION, 5 YEAR AVG, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,28.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY - CONDITION, 5 YEAR AVG, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,49.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY - CONDITION, 5 YEAR AVG, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,7.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY - CONDITION, 5 YEAR AVG, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,2.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY - CONDITION, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,21.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY - CONDITION, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,14.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY - CONDITION, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,63.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,2.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY - CONDITION, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,0.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,19.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,17.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,62.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,1.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,1.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY, ALFALFA, SECOND CUTTING - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,37.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY, ALFALFA, SECOND CUTTING - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,53.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY, ALFALFA, SECOND CUTTING - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,32.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY, ALFALFA, THIRD CUTTING - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,0.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY, ALFALFA, THIRD CUTTING - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,1.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,HAY,"HAY, ALFALFA, THIRD CUTTING - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,0.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,12.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - CONDITION, 5 YEAR AVG, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,24.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - CONDITION, 5 YEAR AVG, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,60.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - CONDITION, 5 YEAR AVG, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,3.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - CONDITION, 5 YEAR AVG, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,1.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - CONDITION, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,17.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - CONDITION, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,11.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - CONDITION, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,71.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,1.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - CONDITION, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,0.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,15.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,18.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,64.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,2.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,1.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT COLORING",TOTAL,NOT SPECIFIED,50.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,3.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HEADED",TOTAL,NOT SPECIFIED,95.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - PROGRESS, MEASURED IN PCT COLORING",TOTAL,NOT SPECIFIED,55.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - PROGRESS, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,9.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - PROGRESS, MEASURED IN PCT HEADED",TOTAL,NOT SPECIFIED,94.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT COLORING",TOTAL,NOT SPECIFIED,60.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,7.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,OATS,"OATS - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HEADED",TOTAL,NOT SPECIFIED,95.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,PASTURELAND,"PASTURELAND - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,10.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,PASTURELAND,"PASTURELAND - CONDITION, 5 YEAR AVG, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,31.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,PASTURELAND,"PASTURELAND - CONDITION, 5 YEAR AVG, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,43.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,PASTURELAND,"PASTURELAND - CONDITION, 5 YEAR AVG, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,11.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,PASTURELAND,"PASTURELAND - CONDITION, 5 YEAR AVG, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,5.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,PASTURELAND,"PASTURELAND - CONDITION, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,12.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,PASTURELAND,"PASTURELAND - CONDITION, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,25.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,PASTURELAND,"PASTURELAND - CONDITION, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,59.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,PASTURELAND,"PASTURELAND - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,3.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,PASTURELAND,"PASTURELAND - CONDITION, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,1.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,PASTURELAND,"PASTURELAND - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,18.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,PASTURELAND,"PASTURELAND - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,22.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,PASTURELAND,"PASTURELAND - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,55.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,PASTURELAND,"PASTURELAND - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,3.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,PASTURELAND,"PASTURELAND - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,2.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE",TOTAL,NOT SPECIFIED,73.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT",TOTAL,NOT SPECIFIED,14.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS",TOTAL,NOT SPECIFIED,10.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT",TOTAL,NOT SPECIFIED,3.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, SUBSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT ADEQUATE",TOTAL,NOT SPECIFIED,77.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, SUBSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT SHORT",TOTAL,NOT SPECIFIED,6.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, SUBSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT SURPLUS",TOTAL,NOT SPECIFIED,17.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, SUBSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT VERY SHORT",TOTAL,NOT SPECIFIED,0.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE",TOTAL,NOT SPECIFIED,73.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT",TOTAL,NOT SPECIFIED,10.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS",TOTAL,NOT SPECIFIED,16.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT",TOTAL,NOT SPECIFIED,1.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, TOPSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT ADEQUATE",TOTAL,NOT SPECIFIED,77.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, TOPSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT SHORT",TOTAL,NOT SPECIFIED,4.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, TOPSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT SURPLUS",TOTAL,NOT SPECIFIED,19.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOIL,"SOIL, TOPSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT VERY SHORT",TOTAL,NOT SPECIFIED,0.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,13.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, 5 YEAR AVG, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,23.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, 5 YEAR AVG, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,58.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, 5 YEAR AVG, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,4.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, 5 YEAR AVG, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,2.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,19.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,18.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,60.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,2.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, MEASURED IN PCT VERY POOR",TOTAL,NOT SPECIFIED,1.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",TOTAL,NOT SPECIFIED,18.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",TOTAL,NOT SPECIFIED,18.0,
SURVEY,2025,WEEK #27,2025-07-06,STATE,IOWA,19,0,SOYBEANS,"SOYBEANS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",TOTAL,NOT SPECIFIED,58.0,
