MonitoringLocationIdentifier,LatitudeMeasure,LongitudeMeasure,climate_station,climate_station_name,distance_to_climate_station_km
EPA_R7_WQX-05-NSH-1412,40.60174359,-95.64562143,IA7613,SHENANDOAH-1-NE,38.385187276556856
EPA_R7_WQX-01-UIA-6569,43.391719,-92.100106,IA2110,DECORAH-2-N,36.47659128523365
EPA_R7_WQX-01-UIA-273,43.29834383,-91.81148874,IA2110,DECORAH-2-N,4.249523937653963
EPA_R7_WQX-01-UIA-250,43.392277,-91.461069,IA8755,WAUKON,13.758568220714139
EPA_R7_WQX-01-UIA-6556,43.24213004,-91.90360483,IA2110,DECORAH-2-N,16.244313299342505
EPA_R7_WQX-01-UIA-6557,43.30605999,-91.86369116,IA2110,DECORAH-2-N,9.43424188710727
EPA_R7_WQX-01-UIA-236,43.47449,-91.294889,IA8755,WAUKON,30.670907404286787
EPA_R7_WQX-01-UIA-266,43.317612,-91.670453,IA2110,DECORAH-2-N,12.183964449368574
EPA_R7_WQX-05-NOD-1391,40.7274349,-94.9797496,IA1533,CLARINDA,5.648418192003692
EPA_R7_WQX-01-MAQ-53,42.5277,-91.4428,IA5086,MANCHESTER-2,6.465705317834424
EPA_R7_WQX-01-MAQ-6561,42.586399,-91.387753,IA5086,MANCHESTER-2,14.677484426816374
EPA_R7_WQX-01-UIA-252,43.448662,-91.616818,IA2110,DECORAH-2-N,23.10668979021629
PCCB_WQX-977221,41.60163,-93.52805,IA2203,Des Moines Airport,15.726382797082264
EPA_R7_WQX-01-UIA-6596,43.272649,-91.780269,IA2110,DECORAH-2-N,5.265275933967182
EPA_R7_WQX-01-MAQ-54,42.54987942,-91.42478287,IA5086,MANCHESTER-2,9.314276323073445
EPA_R7_WQX-01-UIA-6600,43.25530069,-91.8690706,IA2110,DECORAH-2-N,12.241330490824401
EPA_R7_WQX-01-UIA-288,43.491535,-92.424176,IA6305,OSAGE,47.95463924871228
EPA_R7_WQX-01-UIA-280,43.434177,-91.947661,IA2110,DECORAH-2-N,22.555473097018957
EPA_R7_WQX-05-NSH-1414,40.6878387,-95.57703447,IA7613,SHENANDOAH-1-NE,27.245787666753426
EPA_R7_WQX-01-UIA-251,43.427027,-91.511279,IA8755,WAUKON,17.803642798423436
MESKWAKI_DNR-Site 1 Duplicate,41.9869,-92.7009,IA8296,TOLEDO,13.465342919814388
EPA_R7_WQX-05-TAR-1495,40.654303,-95.2206081,IA7613,SHENANDOAH-1-NE,20.058898940442447
EPA_R7_WQX-01-UIA-249,43.438883,-91.411467,IA8755,WAUKON,20.266244623071092
EPA_R7_WQX-01-UIA-272,43.291582,-91.809574,IA2110,DECORAH-2-N,4.560624638267453
EPA_R7_WQX-01-UIA-257,43.394987,-91.589686,IA8755,WAUKON,18.490739647082016
EPA_R7_WQX-05-NOD-1389,40.6593365,-95.0282728,IA1533,CLARINDA,6.748206968417404
EPA_R7_WQX-01-UIA-275,43.357634,-91.864801,IA2110,DECORAH-2-N,10.316305238793792
EPA_R7_WQX-01-UIA-254,43.48164867,-91.51801615,IA8755,WAUKON,23.910887910618918
PCCB_WQX-977068,41.57773,-93.60556,IATDSM,Des Moines Area,7.182507588018206
EPA_R7_WQX-05-TAR-1497,40.683924,-95.306209,IA7613,SHENANDOAH-1-NE,11.740546466148743
EPA_R7_WQX-01-NMQ-103,42.304402,-90.911659,IA1257,CASCADE,12.056909472034304
EPA_R7_WQX-01-MAQ-6560,42.61261269,-91.40793819,IA5086,MANCHESTER-2,16.53314704088732
EPA_R7_WQX-01-UIA-6554,43.24147295,-91.87855177,IA2110,DECORAH-2-N,14.011861920933509
EPA_R7_WQX-05-NOD-1388,40.61499901,-95.01999716,IA1533,CLARINDA,11.728437267405766
EPA_R7_WQX-01-UIA-260,43.36707285,-91.61834553,IA2110,DECORAH-2-N,18.721745819786534
EPA_R7_WQX-01-MAQ-15,42.184872,-90.977364,IA1257,CASCADE,13.651315997392711
EPA_R7_WQX-01-UIA-241,43.407071,-91.898068,IA2110,DECORAH-2-N,16.312493442062625
EPA_R7_WQX-01-UIA-6570,43.470215,-91.504301,IA8755,WAUKON,22.42627865133818
PCCB_WQX-977158,41.70921,-93.75556,IA2209,DES MOINES WSFO-JOHNSTON,4.680307531734866
PCCB_WQX-977070,41.68048,-93.66878,IA2209,DES MOINES WSFO-JOHNSTON,8.72344347616215
PCCB_WQX-977200,41.60991,-93.75517,IATDSM,Des Moines Area,14.144332533385745
